lat,lng,m2025,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12,total_2025
30.67499971203506,80.62500388361514,14.104860305786133,0,0,0,0,0,0,0,0,0,0,0,0,0
30.67499971203506,80.6750038843602,13.875739097595215,0,0,0,0,0,0,0,0,0,0,0,0,0
30.67499971203506,80.72500388510525,14.375265121459961,0,0,0,0,0,0,0,0,0,0,0,0,0
30.624999711290002,80.62500388361514,13.787615776062012,0,0,0,0,0,0,0,0,0,0,0,0,0
30.624999711290002,80.6750038843602,13.838579177856445,0,0,0,0,0,0,0,0,0,0,0,0,0
30.624999711290002,80.72500388510525,10.805732727050781,0,0,0,0,0,0,0,0,0,0,0,0,0
30.624999711290002,80.77500388585031,12.066828727722168,0,0,0,0,0,0,0,0,0,0,0,0,0
30.624999711290002,80.82500388659537,11.271923065185547,0,0,0,0,0,0,0,0,0,0,0,0,0
30.624999711290002,80.87500388734043,11.917566299438477,0,0,0,0,0,0,0,0,0,0,0,0,0
30.574999710544944,80.6750038843602,9.83226203918457,0,0,0,0,0,0,0,0,0,0,0,0,0
30.574999710544944,80.72500388510525,10.45087718963623,0,0,0,0,0,0,0,0,0,0,0,0,0
30.574999710544944,80.77500388585031,11.675596237182617,0,0,0,0,0,0,0,0,0,0,0,0,0
30.574999710544944,80.82500388659537,10.660229682922363,0,0,0,0,0,0,0,0,0,0,0,0,0
30.574999710544944,80.87500388734043,10.872657775878906,0,0,0,0,0,0,0,0,0,0,0,0,0
30.574999710544944,80.92500388808548,9.875317573547363,0,0,0,0,0,0,0,0,0,0,0,0,0
30.574999710544944,80.97500388883054,9.586695671081543,0,0,0,0,0,0,0,0,0,0,0,0,0
30.574999710544944,81.0250038895756,10.277450561523438,0,0,0,0,0,0,0,0,0,0,0,0,0
30.574999710544944,81.07500389032066,8.862812042236328,0,0,0,0,0,0,0,0,0,0,0,0,0
30.574999710544944,81.12500389106572,10.300537109375,0,0,0,0,0,0,0,0,0,0,0,0,0
30.574999710544944,81.17500389181077,16.11822509765625,0,0,0,0,0,0,0,0,0,0,0,0,0
30.524999709799886,80.6750038843602,9.316904067993164,0,0,0,0,0,0,0,0,0,0,0,0,0
30.524999709799886,80.72500388510525,8.962696075439453,0,0,0,0,0,0,0,0,0,0,0,0,0
30.524999709799886,80.77500388585031,9.997961044311523,0,0,0,0,0,0,0,0,0,0,0,0,0
30.524999709799886,80.82500388659537,9.379551887512207,0,0,0,0,0,0,0,0,0,0,0,0,0
30.524999709799886,80.87500388734043,9.432916641235352,0,0,0,0,0,0,0,0,0,0,0,0,0
30.524999709799886,80.92500388808548,9.533248901367188,0,0,0,0,0,0,0,0,0,0,0,0,0
30.524999709799886,80.97500388883054,9.452019691467285,0,0,0,0,0,0,0,0,0,0,0,0,0
30.524999709799886,81.0250038895756,9.963680267333984,0,0,0,0,0,0,0,0,0,0,0,0,0
30.524999709799886,81.07500389032066,8.77230453491211,0,0,0,0,0,0,0,0,0,0,0,0,0
30.524999709799886,81.12500389106572,8.863990783691406,0,0,0,0,0,0,0,0,0,0,0,0,0
30.524999709799886,81.17500389181077,14.289145469665527,0,0,0,0,0,0,0,0,0,0,0,0,0
30.524999709799886,81.22500389255583,15.300613403320312,0,0,0,0,0,0,0,0,0,0,0,0,0
30.524999709799886,81.27500389330089,14.32072925567627,0,0,0,0,0,0,0,0,0,0,0,0,0
30.474999709054828,80.6750038843602,8.462349891662598,0,0,0,0,0,0,0,0,0,0,0,0,0
30.474999709054828,80.72500388510525,8.881644248962402,0,0,0,0,0,0,0,0,0,0,0,0,0
30.474999709054828,80.77500388585031,9.65451717376709,0,0,0,0,0,0,0,0,0,0,0,0,0
30.474999709054828,80.82500388659537,9.817928314208984,0,0,0,0,0,0,0,0,0,0,0,0,0
30.474999709054828,80.87500388734043,8.284649848937988,0,0,0,0,0,0,0,0,0,0,0,0,0
30.474999709054828,80.92500388808548,8.355010032653809,0,0,0,0,0,0,0,0,0,0,0,0,0
30.474999709054828,80.97500388883054,8.320292472839355,0,0,0,0,0,0,0,0,0,0,0,0,0
30.474999709054828,81.0250038895756,8.473381996154785,0,0,0,0,0,0,0,0,0,0,0,0,0
30.474999709054828,81.07500389032066,8.333002090454102,0,0,0,0,0,0,0,0,0,0,0,0,0
30.474999709054828,81.12500389106572,8.436842918395996,0,0,0,0,0,0,0,0,0,0,0,0,0
30.474999709054828,81.17500389181077,12.15090274810791,0,0,0,0,0,0,0,0,0,0,0,0,0
30.474999709054828,81.22500389255583,13.796479225158691,0,0,0,0,0,0,0,0,0,0,0,0,0
30.474999709054828,81.27500389330089,13.249381065368652,0,0,0,0,0,0,0,0,0,0,0,0,0
30.474999709054828,81.32500389404595,11.355417251586914,0,0,0,0,0,0,0,0,0,0,0,0,0
30.42499970830977,80.72500388510525,8.987794876098633,0,0,0,0,0,0,0,0,0,0,0,0,0
30.42499970830977,80.77500388585031,9.646366119384766,0,0,0,0,0,0,0,0,0,0,0,0,0
30.42499970830977,80.82500388659537,9.90640926361084,0,0,0,0,0,0,0,0,0,0,0,0,0
30.42499970830977,80.87500388734043,8.767104148864746,0,0,0,0,0,0,0,0,0,0,0,0,0
30.42499970830977,80.92500388808548,7.795086860656738,0,0,0,0,0,0,0,0,0,0,0,0,0
30.42499970830977,80.97500388883054,7.984060287475586,0,0,0,0,0,0,0,0,0,0,0,0,0
30.42499970830977,81.0250038895756,8.13563060760498,0,0,0,0,0,0,0,0,0,0,0,0,0
30.42499970830977,81.07500389032066,8.171907424926758,0,0,0,0,0,0,0,0,0,0,0,0,0
30.42499970830977,81.12500389106572,8.314640998840332,0,0,0,0,0,0,0,0,0,0,0,0,0
30.42499970830977,81.17500389181077,11.679616928100586,0,0,0,0,0,0,0,0,0,0,0,0,0
30.42499970830977,81.22500389255583,12.050619125366211,0,0,0,0,0,0,0,0,0,0,0,0,0
30.42499970830977,81.27500389330089,12.153058052062988,0,0,0,0,0,0,0,0,0,0,0,0,0
